project_id,project_name,project_objectives,project_species,project_species_individual,project_sensor_layout,project_sensor_layout_targeted_type,project_bait_use,project_bait_type,project_stratification,project_stratification_type,project_sensor_method,project_individual_animals,project_blank_images,project_sensor_cluster,project_admin,project_admin_email,project_admin_organization,country_code,embargo,initiative_id,metadata_license,image_license,project_url,data_citation
2000521,Wîi-Tîwî,"Biological survey of Wîi-Tîwî (Serra do Sol) at Mount Roraima National Park, Brazil",Multiple,,Convenience,,No,None,No,,Sensor detection,No,No,No,,,ICMBio/CENAP,BRA,,2000029,CC-BY,CC-BY-NC,http://www.icmbio.gov.br/portal/unidadesdeconservacao/biomas-brasileiros/amazonia/unidades-de-conservacao-amazonia/1984-parna-do-monte-roraima,"Expedition planned and organized by Thiago Orsi Laranjeiras (AT-PEQ ICMBio Roraima).
Financial support from Programa ARPA - Áreas Protegidas da Amazônia. (https://app.wildlifeinsights.org/discover/2000521/expedicao_serra_do_sol)"
